datetime,date_only,day,month,hour,user,message,msg_length,word_count,emoji_count,response_time_min
2025-07-29 18:41:00,2025-07-29,Tuesday,July,18,User29,"I have studied data analysis, statistics, machine learning, and deep learning. I want to pursue a career in the field of AI. What are the requirements typically expected in interviews? Also, what should I learn next and how should I proceed? Please guide me a little.",267,46,0,
2025-07-29 19:13:00,2025-07-29,Tuesday,July,19,User32,Now in 6th sem ?,16,5,0,32.0
2025-07-29 19:14:00,2025-07-29,Tuesday,July,19,User29,5th sem,7,2,0,1.0
2025-07-29 19:14:00,2025-07-29,Tuesday,July,19,User32,Try to do an internship after every semester,44,8,0,0.0
2025-07-29 19:15:00,2025-07-29,Tuesday,July,19,User32,Do internship,13,2,0,
2025-07-29 19:15:00,2025-07-29,Tuesday,July,19,User32,Try to study AI related course & try to do join groups where students learn & do real project,93,19,0,
2025-07-29 19:16:00,2025-07-29,Tuesday,July,19,User29,Ok uncle thank you,18,4,0,1.0
2025-07-31 10:29:00,2025-07-31,Thursday,July,10,User30,"Dear team,",10,2,0,2353.0
2025-07-31 10:30:00,2025-07-31,Thursday,July,10,User30,"Dear team,",10,2,0,
2025-07-31 20:30:00,2025-07-31,Thursday,July,20,User30,No,2,1,0,
2025-07-31 20:30:00,2025-07-31,Thursday,July,20,User30,Also remove paper title,23,4,0,
2025-07-31 20:31:00,2025-07-31,Thursday,July,20,User29,Ok sir,6,2,0,1.0
2025-08-01 16:36:00,2025-08-01,Friday,August,16,User34,Hey Kiitians! 🚀,15,3,1,1205.0
2025-08-01 18:04:00,2025-08-01,Friday,August,18,User34,"Dear Students,",14,2,0,
2025-08-06 17:33:00,2025-08-06,Wednesday,August,17,User30,"Meet me tomorrow morning 10.30 am with ur laptop in library 2nd floor, Campus 25, Block C for final round of paper revision.",124,23,0,7169.0
2025-08-06 17:34:00,2025-08-06,Wednesday,August,17,User29,Sir I have continuous classes till 12 pm,40,8,0,1.0
2025-08-06 19:15:00,2025-08-06,Wednesday,August,19,User30,12 pm then,10,3,0,101.0
2025-08-09 11:46:00,2025-08-09,Saturday,August,11,User18,Tutor mentoring Time rescheduled to 12:30 due to some emergency,63,10,0,3871.0
2025-08-09 12:04:00,2025-08-09,Saturday,August,12,User18,Those who have open elective selection they can meet me on monday,65,12,0,
2025-08-09 12:07:00,2025-08-09,Saturday,August,12,User20,Thank you Maam,14,3,0,3.0
2025-08-09 12:40:00,2025-08-09,Saturday,August,12,User21,Thank you mam,13,3,0,33.0
2025-08-14 17:23:00,2025-08-14,Thursday,August,17,User34,🚨 ATTENTION: 2027 GRADUATING B.TECH STUDENTS 🚨,46,7,2,7483.0
2025-08-16 11:47:00,2025-08-16,Saturday,August,11,User34,Build the Future: Software Engineering in the AI Era with Kushal Vijay!,71,12,0,
2025-08-16 15:39:00,2025-08-16,Saturday,August,15,User34,*Reminder*,10,1,0,
2025-08-17 20:41:00,2025-08-17,Sunday,August,20,User34,Those who have not received email can check this,48,9,0,
2025-08-21 11:41:00,2025-08-21,Thursday,August,11,User18,"Those who have not signed, please come on 2nd half.",51,10,0,5220.0
2025-08-21 11:41:00,2025-08-21,Thursday,August,11,User18,Also who have not submitted the mentee biodata form submit it,61,11,0,
2025-08-22 10:47:00,2025-08-22,Friday,August,10,User18,My cabin : B-021 Campus 25,26,6,0,
2025-08-22 10:48:00,2025-08-22,Friday,August,10,User18,I am here upto 12pm. Otherwise after 2pm you can come,53,11,0,
2025-08-22 10:53:00,2025-08-22,Friday,August,10,User21,Mam we have shl exam from 2:30 and class end at 2,49,12,0,5.0
2025-08-22 11:18:00,2025-08-22,Friday,August,11,User18,You have free slot I think,26,6,0,25.0
2025-09-03 10:03:00,2025-09-03,Wednesday,September,10,User30,"Dear team, Congratulations. ",28,3,0,17205.0
2025-09-03 14:03:00,2025-09-03,Wednesday,September,14,User29,"Sir , I am in the reading room.",31,8,0,240.0
2025-09-03 23:39:00,2025-09-03,Wednesday,September,23,User29,SIH m participate kar rhe ho ?,30,7,0,
2025-09-03 23:40:00,2025-09-03,Wednesday,September,23,User29,Humme ek chahiye tha isliye poocha,34,6,0,
2025-09-03 23:40:00,2025-09-03,Wednesday,September,23,User29,Acha thik h,11,3,0,
2025-09-03 23:40:00,2025-09-03,Wednesday,September,23,User33,Ha,2,1,0,0.0
2025-09-03 23:41:00,2025-09-03,Wednesday,September,23,User33,Mera team pehle hi banna hua hei,32,7,0,
2025-09-03 23:41:00,2025-09-03,Wednesday,September,23,User29,Achhhaaa thik h,15,3,0,0.0
2025-09-04 09:07:00,2025-09-04,Thursday,September,9,User30,"Dear team,",10,2,0,566.0
2025-09-04 17:00:00,2025-09-04,Thursday,September,17,User30,sunilkara@ybl,13,1,0,
2025-09-04 17:00:00,2025-09-04,Thursday,September,17,User30,Transfer the registration fees to his upi id.,45,8,0,
2025-09-04 17:00:00,2025-09-04,Thursday,September,17,User30,Then submit the Google form by 6.30 pm,38,8,0,
2025-09-04 17:17:00,2025-09-04,Thursday,September,17,User29,Sir it is showing like this . I have tried from another phone also.,67,14,0,17.0
2025-09-04 17:19:00,2025-09-04,Thursday,September,17,User30,Ohh. Payment limit exceeded i think.,36,6,0,2.0
2025-09-04 17:19:00,2025-09-04,Thursday,September,17,User30,Wait,4,1,0,
2025-09-04 17:19:00,2025-09-04,Thursday,September,17,User30,Then submit the Google form by 6.30 pm,38,8,0,
2025-09-04 17:19:00,2025-09-04,Thursday,September,17,User30,Transfer the registration fees to his upi id.,45,8,0,
2025-09-04 17:19:00,2025-09-04,Thursday,September,17,User30,sunilkara@ybl,13,1,0,
2025-09-04 17:27:00,2025-09-04,Thursday,September,17,User30,Account holder: Sushruta Mishra,31,4,0,
2025-09-04 17:27:00,2025-09-04,Thursday,September,17,User29,It is showing the same thing sir,32,7,0,0.0
2025-09-04 17:27:00,2025-09-04,Thursday,September,17,User30,Ohh then u send me. I will transfer him.,40,9,0,0.0
2025-09-04 17:27:00,2025-09-04,Thursday,September,17,User30,Wait,4,1,0,
2025-09-05 08:13:00,2025-09-05,Friday,September,8,User30,Submitted the Google form?,26,4,0,
2025-09-05 08:15:00,2025-09-05,Friday,September,8,User29,Yes sir,7,2,0,2.0
2025-09-07 23:03:00,2025-09-07,Sunday,September,23,User29,Yhi solution h iska,19,4,0,
2025-09-07 23:03:00,2025-09-07,Sunday,September,23,User29,Online class m padhai thi n maam,32,7,0,
2025-09-09 16:52:00,2025-09-09,Tuesday,September,16,User34,Registration Form Link: https://forms.gle/Q5aGjJErGH8fKSKF7,59,4,0,2509.0
2025-09-09 18:48:00,2025-09-09,Tuesday,September,18,User29,?,1,1,0,116.0
2025-09-09 18:48:00,2025-09-09,Tuesday,September,18,User29,Kya bheju ?,11,3,0,
2025-09-09 18:48:00,2025-09-09,Tuesday,September,18,User29,Kaunsa ?,8,2,0,
2025-09-09 18:49:00,2025-09-09,Tuesday,September,18,User33,Tha,3,1,0,1.0
2025-09-09 18:49:00,2025-09-09,Tuesday,September,18,User33,Ee mei jo question karya,24,5,0,
2025-09-09 18:49:00,2025-09-09,Tuesday,September,18,User29,Kaunsa,6,1,0,0.0
2025-09-09 18:49:00,2025-09-09,Tuesday,September,18,User33,Wo questions likha nhi hu,25,5,0,0.0
2025-09-09 18:49:00,2025-09-09,Tuesday,September,18,User33,Arre jo bhi class mei karta tha,31,7,0,
2025-09-09 18:50:00,2025-09-09,Tuesday,September,18,User33,Maff kare,9,2,0,
2025-09-09 18:50:00,2025-09-09,Tuesday,September,18,User29,Pdf bheja h n,13,4,0,0.0
2025-09-09 18:51:00,2025-09-09,Tuesday,September,18,User29,Kha k bhejti hu,15,4,0,
2025-09-09 18:51:00,2025-09-09,Tuesday,September,18,User33,Okok,4,1,0,0.0
2025-09-09 19:10:00,2025-09-09,Tuesday,September,19,User33,Thanks,6,1,0,
2025-09-09 19:11:00,2025-09-09,Tuesday,September,19,User29,Aagli baar se nahi milega,25,5,0,1.0
2025-09-09 19:11:00,2025-09-09,Tuesday,September,19,User33,Maff kare,9,2,0,0.0
2025-09-10 10:34:00,2025-09-10,Wednesday,September,10,User33,Isko solve karke answer bhejo na mujhe cross check karna hei,60,11,0,
2025-09-12 18:02:00,2025-09-12,Friday,September,18,User18,If anyone is going outside then come back to hostel before your stipulated time.,80,14,0,3328.0
2025-09-12 18:02:00,2025-09-12,Friday,September,18,User18,All of you mantain the discipline and hostel rules,50,9,0,
2025-09-12 18:02:00,2025-09-12,Friday,September,18,User18,Make sure that I will not receive any complaints regarding you.,63,11,0,
2025-09-12 18:03:00,2025-09-12,Friday,September,18,User18,Tomorrow I will not come for mentoring. We will meet on Monday.,63,12,0,
2025-09-15 10:57:00,2025-09-15,Monday,September,10,User34,*IMPORTANT ANNOUNCEMENT*,24,2,0,3894.0
2025-09-16 11:13:00,2025-09-16,Tuesday,September,11,User18,Come for the mentoring. I am available at my cabin B-021. Campus 25,67,13,0,1456.0
2025-09-16 11:17:00,2025-09-16,Tuesday,September,11,User18,come before 3pm. then I am busy,31,7,0,
2025-09-16 12:01:00,2025-09-16,Tuesday,September,12,User18,Yes,3,1,0,
2025-09-16 12:01:00,2025-09-16,Tuesday,September,12,User22,Mam can I come at 1?,20,6,0,0.0
2025-09-17 10:55:00,2025-09-17,Wednesday,September,10,User20,"Good Morning Ma'am, ",20,3,0,1374.0
2025-09-17 18:58:00,2025-09-17,Wednesday,September,18,User33,Isko register karne ka Maan ho toh kar dena warna forward kar do apne circle mei,80,16,0,483.0
2025-09-18 17:29:00,2025-09-18,Thursday,September,17,User18,Regarding Leave for durga puja: max academic leave is 3 days. for these applications I can only approve.,104,18,0,1351.0
2025-09-18 17:30:00,2025-09-18,Thursday,September,17,User18,Otherwise I can't approve the leave,35,6,0,
2025-09-18 20:30:00,2025-09-18,Thursday,September,20,User33,AI Odyssey – The Ultimate Agentic AI Event!,43,8,0,180.0
2025-09-20 18:52:00,2025-09-20,Saturday,September,18,User33,Kesa raha?,10,2,0,
2025-09-20 19:18:00,2025-09-20,Saturday,September,19,User29,Tumhara,7,1,0,26.0
2025-09-20 19:18:00,2025-09-20,Saturday,September,19,User29,Thik,4,1,0,
2025-09-20 20:03:00,2025-09-20,Saturday,September,20,User33,Sahi tha hamara bhi,19,4,0,45.0
2025-09-20 20:07:00,2025-09-20,Saturday,September,20,User29,Acha,4,1,0,4.0
2025-09-20 20:08:00,2025-09-20,Saturday,September,20,User33,Kaha,4,1,0,1.0
2025-09-20 20:08:00,2025-09-20,Saturday,September,20,User29,Dekhi thi tumko,15,3,0,0.0
2025-09-20 20:08:00,2025-09-20,Saturday,September,20,User33,Hei,3,1,0,0.0
2025-09-20 20:08:00,2025-09-20,Saturday,September,20,User33,?,1,1,0,
2025-09-20 20:12:00,2025-09-20,Saturday,September,20,User29,Koi n,5,2,0,4.0
2025-09-20 20:12:00,2025-09-20,Saturday,September,20,User33,Dhyan nhi diya hoga,19,4,0,0.0
2025-09-20 20:12:00,2025-09-20,Saturday,September,20,User33,Mujhe pata nhi chala,20,4,0,
2025-09-20 20:12:00,2025-09-20,Saturday,September,20,User29,25 k main gate m,16,5,0,0.0
2025-09-20 20:12:00,2025-09-20,Saturday,September,20,User33,Nhi toh yaar,12,3,0,0.0
2025-09-20 20:12:00,2025-09-20,Saturday,September,20,User29,Tumne dekha muze fir chale gye sab dekhi m,42,9,0,0.0
2025-09-20 20:13:00,2025-09-20,Saturday,September,20,User29,Itna hasi aya,13,3,0,
2025-09-20 20:13:00,2025-09-20,Saturday,September,20,User33,Arre bc,7,2,0,0.0
2025-09-20 20:13:00,2025-09-20,Saturday,September,20,User33,Mere mei toh aya hi nhi,23,6,0,
2025-09-20 20:13:00,2025-09-20,Saturday,September,20,User29,Kitna cross question poocha,27,4,0,0.0
2025-09-20 20:13:00,2025-09-20,Saturday,September,20,User29,Humme poocha gf se break up ho gya mental health k kya karoge tum log mere liye,79,17,0,
2025-09-20 20:13:00,2025-09-20,Saturday,September,20,User33,Ye kya hei,10,3,0,0.0
2025-09-20 20:13:00,2025-09-20,Saturday,September,20,User33,Baas ml wale kiya,17,4,0,
2025-09-20 20:14:00,2025-09-20,Saturday,September,20,User29,Hamara topic tha mental health k website,40,7,0,1.0
2025-09-20 20:14:00,2025-09-20,Saturday,September,20,User29,Wo aisa poocha,14,3,0,
2025-09-20 20:14:00,2025-09-20,Saturday,September,20,User33,Heart attack toh ata hi hei usko,32,7,0,0.0
2025-09-20 20:14:00,2025-09-20,Saturday,September,20,User29,Hum bole moral support dega hamara chat bot,43,8,0,0.0
2025-09-20 20:14:00,2025-09-20,Saturday,September,20,User33,Gajab yaar,10,2,0,0.0
2025-09-20 20:14:00,2025-09-20,Saturday,September,20,User33,Taab toh harsh team mei ho na chahiye tha,41,9,0,
2025-09-20 20:15:00,2025-09-20,Saturday,September,20,User33,Souch ye daal du insta mei,26,6,0,
2025-09-20 20:16:00,2025-09-20,Saturday,September,20,User33,Isko dekha hei bohot jagah,26,5,0,
2025-09-20 20:16:00,2025-09-20,Saturday,September,20,User29,Daal do,7,2,0,0.0
2025-09-20 20:16:00,2025-09-20,Saturday,September,20,User29,No humne ek male padh liya tha 🤣,32,8,0,
2025-09-20 20:16:00,2025-09-20,Saturday,September,20,User33,Ye toh girls only team hei,26,6,0,0.0
2025-09-20 20:16:00,2025-09-20,Saturday,September,20,User33,Aree ye jo blue shirt hei ye usc mei hei kya,44,11,0,
2025-09-20 20:17:00,2025-09-20,Saturday,September,20,User29,We are alsi,11,3,0,1.0
2025-09-20 20:17:00,2025-09-20,Saturday,September,20,User29,Yelog society m h kuch kuch m aur meri roommate ko chor k,57,13,0,
2025-09-20 20:18:00,2025-09-20,Saturday,September,20,User33,Nhi jo blue wali wo toh sayad team mei thi mere dost ki fir thumare team mei kese,81,18,0,1.0
2025-09-20 20:18:00,2025-09-20,Saturday,September,20,User29,Nss wagerah m h,15,4,0,0.0
2025-09-20 20:18:00,2025-09-20,Saturday,September,20,User33,Samaj gaya,10,2,0,0.0
2025-09-20 20:18:00,2025-09-20,Saturday,September,20,User29,Muze kya pata hum sabka first sih tha y,39,9,0,0.0
2025-09-20 20:19:00,2025-09-20,Saturday,September,20,User33,Ha wahi ui path wala agentic ai,31,7,0,1.0
2025-09-20 20:19:00,2025-09-20,Saturday,September,20,User33,Ha ye usc mei bhi hei,21,6,0,
2025-09-20 20:19:00,2025-09-20,Saturday,September,20,User29,Usc kya h society?,18,4,0,0.0
2025-09-20 20:19:00,2025-09-20,Saturday,September,20,User29,Acha,4,1,0,
2025-09-22 09:21:00,2025-09-22,Monday,September,9,User18,Come for the tutor mentoring in between 9-11 and 12-1. today timing,67,12,0,2222.0
2025-09-22 09:23:00,2025-09-22,Monday,September,9,User18,if you can't come today then come tomorrow in between 10-3pm,60,11,0,
2025-09-22 22:37:00,2025-09-22,Monday,September,22,User33,4 likhya tha na toh sirf 2 hi likhna hei?,41,10,0,794.0
2025-09-22 22:53:00,2025-09-22,Monday,September,22,User29,Ha,2,1,0,16.0
2025-09-22 23:11:00,2025-09-22,Monday,September,23,User33,iska viva wagera hoga mtlb mam puchi gi iss related sawal?,58,11,0,18.0
2025-09-22 23:13:00,2025-09-22,Monday,September,23,User29,After vacation viva h,21,4,0,2.0
2025-09-22 23:14:00,2025-09-22,Monday,September,23,User33,Mtlb kal baas file check hogi na,32,7,0,1.0
2025-09-22 23:36:00,2025-09-22,Monday,September,23,User29,Ha,2,1,0,22.0
2025-09-23 12:24:00,2025-09-23,Tuesday,September,12,User18,I have reached,14,3,0,768.0
2025-09-23 12:24:00,2025-09-23,Tuesday,September,12,User23,Maam we visited your cabin twice but we couldnt find you. When should we come today?,84,16,0,0.0
2025-09-23 12:25:00,2025-09-23,Tuesday,September,12,User18,Come after 10 mins,18,4,0,1.0
2025-09-23 12:28:00,2025-09-23,Tuesday,September,12,User23,Can we come after 2?,20,5,0,3.0
2025-09-23 12:28:00,2025-09-23,Tuesday,September,12,User23,Maam we have lab now for 2 hrs.,31,8,0,
2025-09-23 12:29:00,2025-09-23,Tuesday,September,12,User18,Yes,3,1,0,1.0
2025-09-23 12:30:00,2025-09-23,Tuesday,September,12,User23,Okay maam thank you,19,4,0,1.0
2025-10-13 17:30:00,2025-10-13,Monday,October,17,User34,"Dear Students,",14,2,0,29100.0
2025-10-13 19:27:00,2025-10-13,Monday,October,19,User18,So if you want to take my sign in your makeup midsem application you can come tomorrow in between 12-3,102,20,0,117.0
2025-10-13 19:27:00,2025-10-13,Monday,October,19,User18,From 15th October I will take leave for long periods,52,10,0,
2025-10-14 12:05:00,2025-10-14,Tuesday,October,12,User33,🚀 _*UiPath Student Community KIIT – Recruitment 2k25 is LIVE!*_,63,10,1,998.0
2025-10-16 08:12:00,2025-10-16,Thursday,October,8,User29,Class ayoge n,13,3,0,2647.0
